customerid,transactionid,id_contrato,parcela,produto,fundo,data_referencia,data_cessao,data_vencimento,valor_cessao,valor_nominal
b25963caea9e8bc9bc056719b54314b7589d87a5370b913c13f49e56197b5749,20260630155740,CTR000152,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 17:24:21,2026-08-14,101.12,131.34
a57fe2c5b2d4251aab6ae66bbca95534ad03dbb06891e9864f3de743f8eec0b0,20260607183136,CTR000153,1,SimpleCredit,FIDC3,2026-06-30,2026-06-08 08:11:08,2026-07-06,102.1,132.33
c45920fd68a3fe33d5b2033d0af412274ae645388bcba52e7482d7629489752d,20260408174443,CTR000155,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-09 11:38:54,2026-05-23,305.41,374.9
708ade96d160a5943860975b123905499958cf6f4956af91e8444eac2435bca1,20260617110053,CTR000158,1,SimpleCredit,FIDC4,2026-06-30,2026-06-17 13:23:54,2026-07-27,127.36,157.5
96bfabd66613ea114e4e287b6bc82d21f7a9280b75d06d81fc239b163c0a3db9,20260513123947,CTR000159,1,SimpleCredit,FIDC4,2026-06-30,2026-05-13 16:35:33,2026-06-22,112.19,146.64
c0a12ffbf682456d8e24132b16e8e03052f88d28e8aeefde77218bef62f9bf9d,20260407085551,CTR000160,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-08 10:47:33,2026-05-23,103.0,132.9
d8588ac73f366c787143c0f5d77543e40eb40b36d35150a100145bb56e90d2f3,20260629070409,CTR000161,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 13:42:13,2026-07-31,231.96,310.01
c2c20b2053dda36abf54d9891e160bd8fc484cb112e09382371f9f53e0b002f9,20260624110052,CTR000162,1,SimpleCredit,FIDC4,2026-06-30,2026-06-24 15:40:24,2026-07-20,60.7,75.53
99026d8d8a1ce2d8cb38542df374473f687f9258f25e46f5fb1c87df576f75eb,20260629092844,CTR000163,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 13:21:57,2026-07-15,35.51,40.87
038fc9b5a1fc8d6ee3cf0fba217d54344ea802ea227870fab1bd4fba86eb5544,20260603200239,CTR000164,1,SimpleCredit,FIDC4,2026-06-30,2026-06-04 08:31:56,2026-07-13,102.19,135.0
5511261087fc3dd9422d49a1e66010034039f0d9e008172f796431488a1c3ef0,20260530081347,CTR000166,1,SimpleCredit,FIDC4,2026-06-30,2026-05-30 14:14:16,2026-07-01,319.21,413.71
fe2b3a37d1878850df6f55124dad00d1ad42512d1890ca33fa88e95756968c66,20260525202528,CTR000167,1,SimpleCredit,FIDC3,2026-06-30,2026-05-26 15:36:03,2026-07-07,51.61,75.38
6fd697a50be98c013d1f855d952ec7dcaf23ec60f2c6d582e83e0eab557f1ed4,20260626113557,CTR000168,1,SimpleCredit,FIDC4,2026-06-30,2026-06-26 13:55:28,2026-07-31,161.49,216.0
7c0629884a92c71743fd1bcd4fbfeaa082a19cf263220759e5877ba20b853ea6,20260619023751,CTR000170,1,SimpleCredit,FIDC4,2026-06-30,2026-06-19 06:17:24,2026-07-17,50.8,65.41
2b6069188a4a53908cbbdf2dcc4a63dbbcf87b65eaa3dae3b4a459f6b9f08f7c,20260501022103,CTR000171,1,SimpleCredit,FIDC4,2026-06-30,2026-05-01 12:25:55,2026-06-15,36.39,53.77
eb41d86ac2309fe9451afcf1fd6ea8d9b253f4e92ef993aaff1e1e2070834b3c,20260408113615,CTR000172,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-09 11:38:05,2026-05-23,437.75,566.9
941dec068512af99a918bd2e7105b9805daf675344cc362a7942d2be8ea75e52,20260629011014,CTR000173,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 06:38:51,2026-07-29,50.65,66.65
6dea9bcf4fa49ffb946cb1278ebddc0fb6f7db9ee44c3edc90c6a23fd24386b4,20260608173855,CTR000174,1,SimpleCredit,FIDC4,2026-06-30,2026-06-09 19:20:27,2026-07-03,51.53,66.65
2a2811659ec3423bccb216acd74ab1c9e60dc94474c4af36629fca2222b962b8,20260518145252,CTR000175,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-19 10:39:50,2026-07-03,61.8,79.9
228b4a04601209e0c14c3c91c8ebfa1fb7fa38725e4dd396397713bfb9b9b94b,20260621155953,CTR000176,1,SimpleCredit,FIDC4,2026-06-30,2026-06-21 16:50:09,2026-07-31,182.25,238.0
ba2c4e8f7efc0ada6e0ce08172a86160c29016e2ea2b19e57511f45b4d358d41,20260330202611,CTR000177,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-31 10:36:23,2026-05-05,47.5,66.9
241400c8478a11af7911e1860b19a3cc2e7d98d5ffbb152195e77edbc0f381b3,20260624062007,CTR000178,1,SimpleCredit,FIDC4,2026-06-30,2026-06-24 15:39:57,2026-08-03,327.86,434.34
f07aae29fac2dc464d0f672d97bd95382d9ab85b5751f689602f3a999537aeab,20260606213452,CTR000179,1,SimpleCredit,FIDC4,2026-06-30,2026-06-07 18:07:50,2026-07-13,92.06,121.5
45564ca9da9140d9e28a5949424ca162e295b511fa41cc05532fbac7cfe21d2a,20260606092242,CTR000180,1,SimpleCredit,FIDC3,2026-06-30,2026-06-06 13:09:39,2026-07-03,51.49,64.36
1fa315b418c76e0892ec21f825a045138e352fb4024061aaa13c656ca83e7b45,20260630063838,CTR000181,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 13:27:04,2026-08-14,151.54,210.24
849aebcf0f74cf585e01c7097e77e59d4722792351b3ab4c4706739157881d13,20260629180243,CTR000182,1,SimpleCredit,FIDC3,2026-06-30,2026-06-30 06:08:31,2026-07-31,35.6,46.31
5714edc7cb965b7884acc5b589b10f9bdb0a3abf828007ae305069e2f1195a02,20260404134936,CTR000183,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-05 11:58:14,2026-04-30,236.9,286.9
1685f5dd46ec5bfbee660f7a08afdf001130967a0421eae613a81a0b46eda3f4,20260428151009,CTR000184,1,SimpleCredit,FIDC3,2026-06-30,2026-04-28 16:59:06,2026-05-12,51.44,57.3
6a2713dcbb66d41db562e2be6f197cd4b101d51bf25fb4bae84d205d7c29dab5,20260616175423,CTR000185,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-06-17 09:50:29,2026-07-04,458.35,556.9
4aa68279ae56485581b945384ed48dec21e4c8c0b9144c2492af6e111f589869,20260603202216,CTR000186,1,SimpleCredit,FIDC4,2026-06-30,2026-06-04 08:31:55,2026-07-03,349.82,429.22
743370a87e018a2ee99d603ff617b3a32c1d191d25173af06738904ab73120e4,20260615030440,CTR000187,1,SimpleCredit,FIDC4,2026-06-30,2026-06-15 06:39:45,2026-07-30,51.57,76.82
e11fb8c0903bc7b4f1a8c762ece2bf1daeaca13453ba7ae5163fa60293e6f7b0,20260601195441,CTR000188,1,SimpleCredit,FIDC4,2026-06-30,2026-06-02 06:47:48,2026-07-01,51.55,66.65
181aae7260dafacb9030ed6a78731bbce5e81a6ad0e8a76fd2fe412212bbe37b,20260630010603,CTR000191,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 06:43:13,2026-07-28,191.61,233.03
68f7de5e2b09c45c5f96fdb15894d39b565a8b001c72119baf2f077473349f05,20260614103035,CTR000193,1,SimpleCredit,FIDC4,2026-06-30,2026-06-14 12:51:03,2026-07-10,202.93,255.08
ca9e6be475a5e28d4e99d7b0fbf2e285f3d304cbbcfbb98b014f2e444e6bdba0,20260328093741,CTR000194,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-29 11:44:21,2026-04-24,463.5,563.9
ee241c450415915c78a6f62804d73363b931264eec6b2a5b82b822fa05d820f9,20260504094013,CTR000195,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-05 07:08:14,2026-06-19,51.5,66.9
bb976162b3bf88405c74616df377729085e35a0f62660c2abcc4240de36a97e0,20260508013139,CTR000196,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-09 06:52:11,2026-06-10,51.5,66.9
eb033533d4a737f5908d80ac40da610f8904c56ef9f1d849283a822da7a11dd2,20260510003203,CTR000197,1,SimpleCredit,FIDC4,2026-06-30,2026-05-10 22:33:30,2026-06-10,233.33,309.54
71f6525ea0675065225547915bfecc72016dfa040e9a0d5088287760e5b5fb74,20260629103736,CTR000199,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 13:41:59,2026-07-20,116.03,151.03
ee543f14ee8d1c77244ed5b69e1684cdf20d679593d91bd72bd974797e635b39,20260306151523,CTR000200,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-07 16:30:32,2026-04-15,61.8,79.9
52025fa797a4535f8c4caef537c116e9de0a09555f197dd49a1ab31c78f055e9,20260624163123,CTR000201,1,SimpleCredit,FIDC4,2026-06-30,2026-06-25 06:27:35,2026-07-30,151.59,209.77
f45fe37ce9dd12b5aab6f0bf2924ace371e843d88854c51cacf3d35c9d6a8e44,20260318153657,CTR000203,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-19 12:13:40,2026-04-15,51.5,66.9
f48cd5304e82ce75667963b8d12db3e41ddf59accb3fa751810c11e04281998a,20260623151243,CTR000204,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 19:42:25,2026-07-31,101.37,135.0
923a07da0528cf4332c6e3de0e5443832ed0df394781fd70beea05125987eb70,20260605103410,CTR000206,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 13:15:25,2026-07-03,233.27,306.63
dbaa251e9404b5dcbec7299db149cd5f78c967f178540291d3bc96e6c1df3946,20260616034450,CTR000207,1,SimpleCredit,FIDC4,2026-06-30,2026-06-16 09:40:34,2026-07-31,102.12,131.34
dbe05d5cfe882302f37d8ecf29b16597f0f14d48e25d6fb75fa5130d13f3f7e2,20260611120827,CTR000208,1,SimpleCredit,FIDC4,2026-06-30,2026-06-11 16:51:09,2026-07-07,359.44,429.21
7cf87967f840edfc65eea864da6348000d50f963907840111b4c5602db52e97f,20260504171853,CTR000209,1,SimpleCredit,FIDC4,2026-06-30,2026-05-05 10:28:11,2026-06-05,132.46,173.83
2c6dcd0896684cd4e32d3fba42116eee58ca41586b1c6e30ef083deab1d17b73,20260305222425,CTR000211,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-06 11:21:31,2026-04-02,118.45,152.9
85406cc4ff2bf65866df67c3934d7a1ea568a3aa925b82d6420b51010d96da73,20260610123253,CTR000212,1,SimpleCredit,FIDC3,2026-06-30,2026-06-10 17:05:53,2026-07-01,101.93,132.33
c5f7a7f19632e4e9e4a02ced3aa2031b77845c110b3cec589233d34c753aa034,20260615111846,CTR000213,1,SimpleCredit,FIDC4,2026-06-30,2026-06-15 13:08:18,2026-07-10,101.96,131.34
5c9132c537c6b224a544e3bc9792e6a512f10888390b58466e4ed7b1cea6db1d,20260608130404,CTR000214,1,SimpleCredit,FIDC4,2026-06-30,2026-06-08 17:08:48,2026-07-10,102.02,134.79
c9fd6ab1b06d347dfe25e46052251696d2469ff9b5055e9941408266a4664aed,20260331164119,CTR000215,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-01 14:03:14,2026-05-16,77.25,99.9
6a1ac9198b420b61b7185bea4415342bc2d6c8a7202175ee3175100e0dd22ce7,20260625155154,CTR000216,1,SimpleCredit,FIDC4,2026-06-30,2026-06-25 17:27:46,2026-07-09,50.59,57.3
d6404ec66b47b752b12abc9f749fae980cace5d184b4dbd40f71e0d3aa5b8668,20260530201616,CTR000217,1,SimpleCredit,FIDC3,2026-06-30,2026-06-01 13:36:24,2026-06-30,51.62,67.29
ec47e8bae2f2ae54089dcd0095c0ca45b88fdbed2d2dfa7aa32acaefcdd76b27,20260611134640,CTR000219,1,SimpleCredit,FIDC4,2026-06-30,2026-06-11 16:57:49,2026-07-10,101.99,130.16
6a5e15a5488580a26f57cb4dd2de6cb23a72d0dcf36abef7750dd4f0357ac0b0,20260407084015,CTR000220,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-08 10:47:32,2026-05-08,118.45,152.9
736408f2210a0154dc81b17aa26dfc19454f60d733ce0b57765557090ca8e22e,20260609111037,CTR000221,1,SimpleCredit,FIDC4,2026-06-30,2026-06-09 21:25:07,2026-07-10,399.99,497.7
e7f09d63d0cda289e91d7e7ff49bb642b1fe00c7612be2fce01cf2bdf54b9ee4,20260630135856,CTR000222,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 17:52:28,2026-07-31,101.01,132.52
d19ccbc5608b6b5433189783e4b6ebfbefd60ba1ac14ccbe102562b2f4ef8577,20260311111620,CTR000223,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-12 10:42:57,2026-04-07,154.5,186.9
e134ba96e4c24b3369bd556b808e015d344adef8cd0c6ea5e00263e4898722cb,20260622184733,CTR000224,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 10:27:18,2026-07-31,101.48,132.33
8288530cfc3d463cf8fcdb1886232bae00cb0e42cb20eeb18333802cd8145083,20260627134828,CTR000225,1,SimpleCredit,FIDC4,2026-06-30,2026-06-27 17:23:34,2026-07-30,312.56,394.05
5b1db88f4ee8e19a60dfc7a8928bdd3faaba05679211c50215d051e2bed51dd9,20260528180749,CTR000226,1,SimpleCredit,FIDC4,2026-06-30,2026-05-29 10:07:31,2026-07-01,152.71,188.1
79fdd4d51ea86275f25c13ba8a28b6266460a7981c5f30a837e661e515128d56,20260610122803,CTR000227,1,SimpleCredit,FIDC4,2026-06-30,2026-06-10 17:08:57,2026-07-03,112.04,137.25
b0d91ef50c1a36f78e55b9726e5078b279492e005186e0ea50c698e7b3d699e2,20260608212221,CTR000228,1,SimpleCredit,FIDC4,2026-06-30,2026-06-09 10:23:09,2026-07-06,304.28,367.94
ab10e691a9d65a2e0c83b6e27d0409f882c40862df4117b62b2a30546d09ad20,20260605144005,CTR000230,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 17:27:11,2026-07-10,607.26,780.86
edbbe5f59ec2372f1a96ae3e1f51a558cba9c7bd7f21e6324b7e132f35f496cf,20260525055839,CTR000231,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-26 14:37:35,2026-06-08,154.5,186.9
8e9f83fb2a7bc6b0a3d411465fe8cb8dab026d47cce03620c2de7f2de8522e3c,20260314095208,CTR000232,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-15 10:51:20,2026-04-11,206.0,266.9
69e8f95be8196add49bde5e77566aaee19e8f1e64c58fc3f30bfdc7d96b2e246,20260623230156,CTR000233,1,SimpleCredit,FIDC4,2026-06-30,2026-06-24 07:03:23,2026-07-10,50.65,58.94
98e68701d487a6385c6925ffb7c7d2b174e83c86b48f42cc3e5595c9e39fc29a,20260509164620,CTR000234,1,SimpleCredit,FIDC4,2026-06-30,2026-05-10 22:33:30,2026-06-23,304.7,415.52
6b1da5d5df2766335e0910665679af0e1c2efd75352ad31247a5bdd6cd294ac6,20260618184527,CTR000235,1,SimpleCredit,FIDC4,2026-06-30,2026-06-19 06:30:08,2026-07-20,111.54,148.5
9d0ed14e8ffebeb1090dfacc3411e9656bbc46e0382b71ea461f670a06a0084d,20260616083705,CTR000236,1,SimpleCredit,FIDC4,2026-06-30,2026-06-16 13:09:49,2026-07-20,304.11,384.08
